CustomerID,Name,Age,Gender,State,Genre,Format,Device,Viewing_Frequency,Total_Viewing_Time,Plan,Monthly_Cost,Duration,Rating
2229,Jared Adewusi,51,Female,Adamawa,Documentaries,Live-Events,Browser,6,539279,Elite,10000,3,5
1862,Zenaida Udoka,56,Female,Ondo,Comedy,Live-Events,Tv-App,1,521184,Premium,5000,5,2
1361,Rachel Adejuyigbe,65,Male,Ebonyi,Talk-Shows,Live-Events,Tv-App,6,467654,Elite,10000,7,1
2472,Cara Abagun,53,Female,Yobe,Comedy,Live-Events,Browser,8,249805,Basic,2500,10,3
2540,Elliott Okojie,51,Female,Jigawa,News,Live-Events,Browser,3,281482,Basic,2500,11,2
1317,Dana Gwarzo,36,Male,Edo,Reality,Live-Events,Tv-App,5,88031,Premium,5000,8,5
2754,Eve Abagun,58,Female,Delta,Cartoons,Live-Events,Tv-App,8,63775,Basic,2500,11,2
2379,Zeph Ogedegbe,31,Female,Nasarawa,Documentaries,Live-Events,Tv-App,6,36036,Elite,10000,4,1
44,Camille Olunloyo,70,Male,Ekiti,Reality,TV-Shows,Mobile-App,2,208341,Premium,5000,6,3
2310,Lila Aderemi,24,Female,Kwara,Music,TV-Shows,Decoder,3,492769,Premium,5000,6,2
1160,Sandra Ofoedu,38,Male,Edo,Documentaries,TV-Shows,Browser,4,189777,Basic,2500,11,4
761,Hedley Bakare,46,Male,Akwa,Sports,TV-Shows,Tv-App,11,469397,Elite,10000,9,3
1741,Ainsley Laouali,46,Female,Ogun,Cartoons,TV-Shows,Mobile-App,7,25650,Elite,10000,10,5
322,Zena Adekugbe,32,Male,Yobe,Talk-Shows,Live-Events,Tv-App,9,517695,Premium,5000,3,2
295,Maris Oteh,53,Male,Nasarawa,Talk-Shows,Live-Events,Decoder,8,394760,Premium,5000,9,3
1708,Macaulay Onoja,63,Female,Cross,Comedy,Live-Events,Tv-App,9,160168,Elite,10000,4,1
276,Fiona Coker,34,Male,Niger,Cartoons,Live-Events,Tv-App,10,557793,Elite,10000,5,4
1178,Mark Adeniran,63,Male,River,Religion,Live-Events,Browser,2,30083,Premium,5000,11,2
1684,Eliana Laouali,46,Female,Ibom,Documentaries,Live-Events,Mobile-App,4,1549,Premium,5000,10,2
816,Oliver Adewusi,49,Male,Ibom,Drama,Live-Events,Mobile-App,3,585681,Premium,5000,6,4
1330,Jerry Gwarzo,38,Male,Lagos,News,Live-Events,Decoder,1,295845,Premium,5000,8,5
2793,Galvin Ameobi,52,Female,Kogi,Music,TV-Shows,Browser,8,491080,Premium,5000,8,3
1810,Tad Osakwe,55,Female,Enugu,Sports,TV-Shows,Browser,7,559437,Premium,5000,2,4
1673,Lucian Aderemi,34,Female,Kwara,Sports,Live-Events,Tv-App,3,108117,Premium,5000,10,3
1134,Meredith Ogunode,54,Male,Edo,Comedy,Live-Events,Decoder,1,280445,Premium,5000,1,3
789,Carter Gwarzo,22,Male,Niger,Action,TV-Shows,Browser,2,180958,Basic,2500,8,3
1877,Hilda Udoka,38,Female,Lagos,News,TV-Shows,Decoder,7,463271,Elite,10000,10,1
2609,Wang Abagun,72,Female,Gombe,Sports,Live-Events,Decoder,1,69598,Basic,2500,3,4
1027,Abbot Olunloyo,49,Male,Ibom,Cartoons,TV-Shows,Browser,5,600427,Basic,2500,3,1
2189,Merrill Abaribe,67,Female,Ibom,Talk-Shows,TV-Shows,Mobile-App,10,19510,Premium,5000,11,2
1487,Russell Buraimoh,65,Male,Delta,Talk-Shows,TV-Shows,Tv-App,6,517350,Premium,5000,3,5
2445,Heather Aremu,31,Female,Ebonyi,Talk-Shows,TV-Shows,Mobile-App,10,81106,Elite,10000,4,1
1474,Uriel Anjorin,42,Male,Bayelsa,Music,Live-Events,Decoder,7,88472,Premium,5000,6,5
1464,Walker Laouali,54,Male,Kebbi,Cartoons,TV-Shows,Decoder,2,244043,Basic,2500,5,1
1569,Yuri Ofoedu,71,Female,Taraba,Documentaries,TV-Shows,Tv-App,7,11219,Premium,5000,4,5
2214,Xandra Ogedegbe,62,Female,Kogi,Music,Live-Events,Decoder,1,197412,Elite,10000,1,3
194,Coby Udoka,56,Male,Plateau,Action,TV-Shows,Decoder,7,205685,Premium,5000,5,4
1842,Rama Adejuyigbe,37,Female,Jigawa,Talk-Shows,TV-Shows,Decoder,8,230549,Premium,5000,2,2
2755,Jarrod Onyeama,48,Female,Plateau,Sports,TV-Shows,Tv-App,7,388194,Basic,2500,2,1
1663,Colt Adeniran,53,Female,Akwa,Sports,TV-Shows,Tv-App,6,424042,Elite,10000,4,3
1421,Wynter Daramola,47,Male,Rivers,Talk-Shows,Live-Events,Decoder,1,178276,Elite,10000,6,2
2102,Sonya Igbinoghene,56,Female,Niger,Cartoons,Live-Events,Decoder,5,439510,Elite,10000,5,4
1575,Portia Akinde,37,Female,Ebonyi,Comedy,Live-Events,Mobile-App,3,532330,Premium,5000,10,2
1966,Bruno Maikori,20,Female,Gombe,Cartoons,TV-Shows,Mobile-App,8,304321,Elite,10000,3,2
2778,Ocean Nwakaeme,26,Female,Kano,Action,TV-Shows,Browser,8,34878,Basic,2500,6,2
981,Hyatt Daramola,61,Male,Kano,Documentaries,TV-Shows,Decoder,9,235854,Elite,10000,3,3
2520,Zenaida Gwarzo,52,Female,Enugu,Reality,Live-Events,Mobile-App,2,345117,Basic,2500,3,2
685,Barry Olunloyo,73,Male,Adamawa,Comedy,TV-Shows,Tv-App,4,334997,Basic,2500,5,3
1832,Haley Ofoedu,63,Female,Adamawa,Talk-Shows,Live-Events,Decoder,11,101180,Premium,5000,10,4
1809,Joy Olonisakin,73,Female,Rivers,Reality,TV-Shows,Decoder,9,431677,Premium,5000,1,4
1205,Yoshi Oliha,50,Male,Imo,Music,Live-Events,Tv-App,2,198225,Premium,5000,2,4
854,Julian Chibuzor,42,Male,Kogi,Religion,Live-Events,Browser,7,305494,Elite,10000,4,4
2817,Wyatt Oliha,57,Female,Kogi,Documentaries,Live-Events,Decoder,11,473893,Premium,5000,6,4
1891,Clarke Umelo,58,Female,Bauchi,News,TV-Shows,Decoder,3,249806,Premium,5000,3,2
2681,Barclay Adarabioyo,43,Female,Niger,Talk-Shows,TV-Shows,Decoder,9,165011,Premium,5000,11,1
2223,Wallace Olunloyo,70,Female,Oyo,Documentaries,TV-Shows,Mobile-App,2,275383,Premium,5000,7,2
1770,Shelly Ameobi,68,Female,Jigawa,Documentaries,TV-Shows,Decoder,11,402100,Premium,5000,4,1
1313,Debra Onyeama,55,Male,Ondo,Sports,TV-Shows,Decoder,7,599440,Basic,2500,2,1
2912,Philip Olunloyo,37,Female,Taraba,Cartoons,TV-Shows,Decoder,11,280868,Elite,10000,11,2
2575,Dai Sofoluwe,42,Female,Yobe,Cartoons,TV-Shows,Mobile-App,7,263720,Premium,5000,3,4
176,Ivy Akinde,26,Male,Imo,Religion,Live-Events,Decoder,4,296243,Elite,10000,4,3
593,Burton Igbinoghene,60,Male,Sokoto,Reality,TV-Shows,Decoder,7,184310,Basic,2500,3,3
1280,Hoyt Abadaki,32,Male,Kaduna,Comedy,TV-Shows,Decoder,8,386813,Premium,5000,6,1
2259,Oren Aderemi,44,Female,Kaduna,Reality,Live-Events,Tv-App,5,592517,Premium,5000,10,2
180,Pascale Ogunode,18,Male,Enugu,Action,Live-Events,Mobile-App,5,501333,Premium,5000,10,2
1960,Karen Ayanbadejo,42,Female,Rivers,Reality,TV-Shows,Mobile-App,3,56247,Elite,10000,5,2
400,Barbara Buraimoh,24,Male,Kebbi,Cartoons,Live-Events,Browser,1,584471,Premium,5000,3,3
1683,Briar Ajudua,54,Female,Kano,Reality,Live-Events,Tv-App,9,35191,Basic,2500,1,4
1078,Hasad Idonije,66,Male,Gombe,Cartoons,TV-Shows,Mobile-App,8,99490,Premium,5000,1,5
2308,Lana Olonisakin,47,Female,Taraba,Comedy,TV-Shows,Browser,3,554472,Premium,5000,11,2
1637,Odette Aladefa,56,Female,Taraba,Reality,Live-Events,Browser,8,571276,Premium,5000,2,4
324,Unity Adarabioyo,21,Male,Kano,Cartoons,Live-Events,Tv-App,3,518358,Premium,5000,2,1
1275,Blythe Adeniran,51,Male,Kaduna,Sports,TV-Shows,Tv-App,8,348474,Premium,5000,9,4
2242,Price Adejuyigbe,26,Female,Oyo,Action,TV-Shows,Browser,10,377573,Elite,10000,10,1
2910,Drew Fuwape,20,Female,Osun,Music,TV-Shows,Decoder,10,266591,Premium,5000,2,2
941,Lyle Balarabe,51,Male,Ondo,Sports,TV-Shows,Tv-App,9,141716,Premium,5000,11,5
563,Madonna Osakwe,67,Male,Ebonyi,Action,TV-Shows,Decoder,4,130307,Premium,5000,1,2
1252,Charity Laouali,32,Male,Delta,Talk-Shows,TV-Shows,Tv-App,2,4665,Premium,5000,11,2
2955,Martha Umelo,58,Female,Kwara,Sports,Live-Events,Tv-App,7,247970,Elite,10000,2,3
2358,Cole Ogedegbe,23,Female,Akwa,News,Live-Events,Mobile-App,9,301306,Premium,5000,5,4
1293,Leonard Coker,72,Male,Imo,Comedy,Live-Events,Mobile-App,4,431831,Basic,2500,10,4
311,Tashya Aremu,65,Male,Borno,Comedy,Live-Events,Tv-App,2,257822,Premium,5000,8,2
398,Tatum Aladefa,47,Male,Plateau,Reality,Live-Events,Mobile-App,8,273591,Basic,2500,5,2
22,Jada Igbinoghene,71,Male,Ebonyi,Music,TV-Shows,Decoder,1,312904,Basic,2500,6,2
2818,Lois Okojie,63,Female,Cross,Religion,Live-Events,Decoder,7,417315,Premium,5000,4,2
2798,Calvin Fuwape,44,Female,Kebbi,Documentaries,Live-Events,Decoder,10,261800,Premium,5000,6,1
2284,September Oteh,73,Female,Ebonyi,Comedy,TV-Shows,Tv-App,2,417451,Elite,10000,6,4
2235,Kitra Akinde,22,Female,Akwa,Talk-Shows,Live-Events,Browser,10,435029,Premium,5000,6,4
1684,Eliana Laouali,46,Female,Ibom,Talk-Shows,TV-Shows,Tv-App,9,472412,Premium,5000,10,4
7,Hammett Umelo,59,Male,Anambra,Comedy,Live-Events,Tv-App,8,183299,Premium,5000,1,4
1576,Azalia Makinde,73,Female,Anambra,Sports,TV-Shows,Decoder,2,489216,Premium,5000,2,2
2368,Rafael Abaribe,69,Female,Katsina,Cartoons,TV-Shows,Tv-App,6,460520,Elite,10000,11,3
1761,Eric Adeniran,19,Female,Ebonyi,Sports,TV-Shows,Browser,3,52957,Premium,5000,6,5
1384,Philip Osakwe,44,Male,Gombe,Reality,TV-Shows,Tv-App,4,326146,Premium,5000,8,2
2987,Hall Adewumi,66,Female,Ibom,Documentaries,Live-Events,Browser,8,539214,Basic,2500,7,4
2938,Price Chibuzor,50,Female,Yobe,Drama,TV-Shows,Decoder,6,546725,Elite,10000,1,4
1809,Joy Olonisakin,73,Female,Rivers,News,Live-Events,Decoder,7,333739,Premium,5000,1,3
796,Noble Onoja,23,Male,Ogun,News,Live-Events,Browser,4,595252,Elite,10000,2,3
2543,Sybil Abadaki,71,Female,Abia,Cartoons,TV-Shows,Decoder,10,323270,Premium,5000,6,3
885,Hasad Aladefa,45,Male,Ogun,Action,TV-Shows,Tv-App,2,518878,Elite,10000,1,4
1777,Yvette Ogedegbe,25,Female,Gombe,Comedy,Live-Events,Tv-App,0,1652,Basic,2500,4,4
666,September Daramola,49,Male,Imo,Drama,TV-Shows,Decoder,0,56962,Premium,5000,8,2
1000,Blaze Adeniran,30,Male,Edo,Sports,TV-Shows,Tv-App,10,420005,Basic,2500,7,3
1091,Quinlan Abadaki,29,Male,Kogi,Drama,Live-Events,Mobile-App,3,302509,Premium,5000,4,2
816,Oliver Adewusi,49,Male,Ibom,Religion,Live-Events,Decoder,2,597123,Premium,5000,6,3
1079,Geoffrey Abagun,23,Male,Ebonyi,Cartoons,TV-Shows,Decoder,8,572127,Elite,10000,6,2
1438,Lucas Ofoedu,49,Male,Kwara,Comedy,Live-Events,Mobile-App,3,148102,Premium,5000,6,4
2472,Cara Abagun,53,Female,Yobe,Comedy,Live-Events,Tv-App,4,333550,Basic,2500,10,2
706,Vincent Daramola,45,Male,Enugu,Music,TV-Shows,Tv-App,8,20397,Premium,5000,1,4
876,Chandler Chibuzor,32,Male,Jigawa,Comedy,TV-Shows,Tv-App,5,83053,Basic,2500,7,4
980,Kenneth Aremu,42,Male,Adamawa,Comedy,TV-Shows,Mobile-App,5,175160,Premium,5000,6,3
726,Shaine Laouali,48,Male,Ibom,Action,Live-Events,Decoder,0,395013,Premium,5000,10,3
724,Felix Balarabe,23,Male,Kaduna,Drama,Live-Events,Tv-App,6,367680,Premium,5000,10,4
2050,Leo Aderemi,30,Female,Sokoto,Religion,TV-Shows,Tv-App,1,92186,Basic,2500,12,3
1008,Xaviera Adarabioyo,24,Male,Sokoto,Talk-Shows,Live-Events,Tv-App,7,6291,Elite,10000,9,5
1310,Iona Adekugbe,36,Male,Kebbi,Comedy,TV-Shows,Tv-App,7,366794,Premium,5000,7,5
2996,Griffin Oteh,25,Female,Plateau,Cartoons,TV-Shows,Browser,9,576092,Elite,10000,6,5
999,Leilani Ameobi,71,Male,Adamawa,Music,Live-Events,Tv-App,7,134675,Elite,10000,1,2
2977,Pandora Abaribe,50,Female,Bauchi,Documentaries,Live-Events,Tv-App,1,122958,Premium,5000,7,3
2666,Maxine Coker,33,Female,Nasarawa,News,TV-Shows,Mobile-App,11,521687,Premium,5000,7,4
2927,Aimee Nwakaeme,36,Female,River,Drama,Live-Events,Decoder,7,133343,Elite,10000,6,5
1210,Xanthus Aderemi,23,Male,Kano,Documentaries,Live-Events,Browser,4,389186,Basic,2500,6,4
166,Emmanuel Buraimoh,26,Male,Taraba,Sports,Live-Events,Decoder,10,224296,Basic,2500,2,5
1680,Shoshana Ibekwe,42,Female,Kogi,Reality,Live-Events,Tv-App,10,343706,Premium,5000,6,4
1379,Harding Ihemeje,68,Male,Kano,Sports,Live-Events,Mobile-App,7,145389,Elite,10000,11,1
236,Silas Ofoedu,24,Male,Niger,Documentaries,Live-Events,Mobile-App,6,238572,Premium,5000,8,3
1176,Karly Adewumi,73,Male,Osun,Comedy,Live-Events,Mobile-App,5,485193,Premium,5000,10,1
577,Herman Onyeama,61,Male,Ebonyi,Action,TV-Shows,Browser,6,26070,Basic,2500,2,2
2441,Isabelle Olaoye,75,Female,Gombe,Comedy,Live-Events,Decoder,8,245365,Premium,5000,8,2
2958,Sydney Maikori,36,Female,Bauchi,Cartoons,Live-Events,Decoder,6,132303,Basic,2500,8,2
1608,Wang Osakwe,31,Female,Kano,Talk-Shows,Live-Events,Mobile-App,9,538545,Premium,5000,12,4
1886,Damon Akinde,67,Female,Nasarawa,Sports,Live-Events,Tv-App,7,66892,Basic,2500,11,4
725,Ciaran Udoka,51,Male,Edo,Sports,Live-Events,Mobile-App,8,8516,Premium,5000,5,2
1236,Dawn Ayanbadejo,30,Male,Taraba,Sports,TV-Shows,Tv-App,5,469050,Premium,5000,4,5
2359,Gwendolyn Daramola,44,Female,Enugu,Talk-Shows,Live-Events,Browser,5,438591,Premium,5000,6,4
235,Aline Olunloyo,47,Male,Ondo,Cartoons,Live-Events,Tv-App,9,589780,Premium,5000,6,3
563,Madonna Osakwe,67,Male,Ebonyi,Cartoons,Live-Events,Tv-App,4,174910,Premium,5000,1,2
111,Claudia Gwarzo,38,Male,Oyo,Action,TV-Shows,Decoder,3,272729,Basic,2500,11,4
859,Adele Ujah,23,Male,Ogun,Action,Live-Events,Browser,8,244104,Premium,5000,3,1
443,Ella Aladefa,24,Male,Kebbi,Music,TV-Shows,Mobile-App,10,273353,Basic,2500,2,2
84,Fleur Fuwape,28,Male,Imo,Talk-Shows,Live-Events,Mobile-App,7,487386,Basic,2500,2,1
2116,Celeste Idonije,50,Female,Ondo,Documentaries,TV-Shows,Tv-App,5,258742,Elite,10000,11,4
1580,Vaughan Onoja,33,Female,River,Religion,TV-Shows,Tv-App,4,349474,Elite,10000,7,2
545,Cullen Aladefa,35,Male,Katsina,Action,TV-Shows,Mobile-App,3,289317,Premium,5000,8,4
115,Shaine Abagun,51,Male,Plateau,Action,Live-Events,Tv-App,4,556373,Premium,5000,10,2
1695,Colton Anjorin,51,Female,Kebbi,Religion,Live-Events,Mobile-App,5,527488,Premium,5000,7,2
2415,Gray Adeniran,20,Female,Ibom,Talk-Shows,Live-Events,Mobile-App,11,277030,Premium,5000,4,4
1419,Aaron Adewusi,73,Male,Katsina,Comedy,TV-Shows,Tv-App,5,465926,Premium,5000,6,4
16,Aristotle Anjorin,34,Male,Enugu,Documentaries,TV-Shows,Tv-App,4,197907,Premium,5000,10,2
2213,Lucian Makinde,49,Female,Nasarawa,Sports,Live-Events,Decoder,6,131922,Premium,5000,6,1
300,Linus Osakwe,73,Male,Niger,News,Live-Events,Tv-App,11,348006,Premium,5000,1,5
1139,Jakeem Aneke,37,Male,Bayelsa,Comedy,TV-Shows,Tv-App,5,220274,Basic,2500,7,4
856,Tanner Nwakaeme,37,Male,Osun,Reality,Live-Events,Decoder,8,180984,Premium,5000,5,3
1936,Tarik Adejuyigbe,31,Female,Jigawa,Religion,TV-Shows,Tv-App,9,145842,Premium,5000,9,5
1790,Price Osakwe,56,Female,Gombe,Music,Live-Events,Decoder,0,57570,Premium,5000,7,4
2059,Arsenio Okojie,39,Female,Kwara,Comedy,Live-Events,Decoder,0,211997,Basic,2500,4,5
1416,Shellie Daramola,61,Male,Edo,Comedy,TV-Shows,Decoder,2,333860,Premium,5000,3,4
250,Wing Anjorin,66,Male,Imo,Reality,Live-Events,Tv-App,10,592652,Elite,10000,10,2
1491,Oprah Adekugbe,55,Male,Ibom,Documentaries,Live-Events,Decoder,0,24856,Basic,2500,7,4
18,Lacy Aladefa,75,Male,Gombe,Sports,Live-Events,Decoder,10,29631,Basic,2500,10,4
1106,Henry Abagun,54,Male,Delta,Drama,Live-Events,Decoder,7,388530,Premium,5000,2,3
1783,Reese Daramola,73,Female,Kebbi,Action,TV-Shows,Decoder,4,199961,Basic,2500,3,1
2306,Travis Oliha,64,Female,Oyo,Action,TV-Shows,Tv-App,7,270400,Premium,5000,5,1
2454,Wynne Onyeama,55,Female,Oyo,Comedy,TV-Shows,Decoder,1,172409,Basic,2500,12,4
747,Isaac Balarabe,43,Male,Lagos,Documentaries,TV-Shows,Tv-App,4,136562,Basic,2500,6,2
1115,Harriet Adarabioyo,40,Male,Sokoto,Music,Live-Events,Decoder,8,374214,Premium,5000,2,3
849,Kelsey Abagun,53,Male,Rivers,Action,Live-Events,Tv-App,1,183264,Premium,5000,10,5
2092,Harper Makinde,43,Female,Ebonyi,Sports,TV-Shows,Decoder,1,96359,Elite,10000,4,3
379,Rigel Oliha,36,Male,Anambra,Drama,TV-Shows,Browser,2,8156,Basic,2500,4,5
2376,Kennedy Ogunode,25,Female,Abia,Sports,Live-Events,Mobile-App,4,416928,Premium,5000,11,5
1707,Brynne Okojie,73,Female,Enugu,Music,Live-Events,Tv-App,9,102678,Elite,10000,4,4
1909,Isabelle Aderemi,24,Female,Jigawa,Comedy,Live-Events,Decoder,9,549793,Basic,2500,4,4
2026,Bevis Fuwape,25,Female,Ebonyi,Music,Live-Events,Tv-App,3,283915,Elite,10000,1,1
2769,Lamar Maikori,63,Female,Kogi,Action,TV-Shows,Tv-App,5,435887,Elite,10000,1,4
2947,Jesse Adejuyigbe,35,Female,Niger,Reality,Live-Events,Browser,7,337424,Elite,10000,6,1
2660,Adara Nwakaeme,53,Female,Edo,News,Live-Events,Tv-App,7,592416,Basic,2500,9,2
420,Imelda Sofoluwe,32,Male,Anambra,Documentaries,Live-Events,Mobile-App,6,7852,Premium,5000,2,3
1102,Harper Anjorin,73,Male,Gombe,Sports,TV-Shows,Tv-App,10,324134,Basic,2500,8,3
787,Hanae Ajudua,57,Male,Akwa,Comedy,Live-Events,Browser,1,132019,Elite,10000,11,4
386,Josephine Adewusi,43,Male,Osun,Drama,Live-Events,Decoder,1,424703,Basic,2500,2,5
2226,Willow Abaribe,45,Female,Bauchi,Reality,TV-Shows,Tv-App,9,540001,Basic,2500,9,2
638,Micah Daramola,72,Male,Kaduna,Music,Live-Events,Mobile-App,9,84675,Basic,2500,3,3
2803,Troy Sofoluwe,59,Female,Kogi,Reality,TV-Shows,Tv-App,5,328296,Basic,2500,10,3
1320,Stephen Aneke,52,Male,Sokoto,Religion,Live-Events,Decoder,4,413180,Premium,5000,5,4
2497,Christian Nwakaeme,61,Female,River,Reality,TV-Shows,Browser,1,422792,Basic,2500,11,4
762,Dahlia Balarabe,23,Male,Anambra,Action,Live-Events,Decoder,2,5960,Basic,2500,9,3
2630,Russell Buraimoh,71,Female,Ekiti,Sports,TV-Shows,Decoder,4,405627,Premium,5000,9,3
1249,Ira Fuwape,69,Male,Kwara,Music,TV-Shows,Tv-App,5,512060,Premium,5000,6,2
1361,Rachel Adejuyigbe,65,Male,Ebonyi,Comedy,Live-Events,Mobile-App,4,70091,Elite,10000,7,5
508,Elton Igbinoghene,35,Male,Kebbi,Reality,Live-Events,Decoder,3,471463,Basic,2500,9,1
1653,Slade Adejuyigbe,32,Female,Zamfara,Documentaries,Live-Events,Tv-App,10,169531,Elite,10000,5,3
87,Indira Onyeama,74,Male,Yobe,Religion,Live-Events,Decoder,1,528449,Premium,5000,4,3
1930,Hadassah Maikori,34,Female,Kebbi,Talk-Shows,TV-Shows,Tv-App,2,23503,Premium,5000,11,3
2175,Devin Abadaki,27,Female,Nasarawa,Sports,Live-Events,Tv-App,6,214509,Premium,5000,4,4
476,Genevieve Abaribe,46,Male,Kaduna,Reality,TV-Shows,Mobile-App,3,273685,Elite,10000,9,4
2670,Benedict Olunloyo,47,Female,Kano,Documentaries,Live-Events,Mobile-App,1,222914,Premium,5000,8,1
67,Ginger Olunloyo,61,Male,Adamawa,Comedy,TV-Shows,Tv-App,6,537710,Basic,2500,8,4
1648,Solomon Aremu,67,Female,Cross,Action,Live-Events,Decoder,2,21394,Basic,2500,3,3
491,Lillian Olunloyo,48,Male,Jigawa,Action,Live-Events,Tv-App,4,265823,Basic,2500,4,2
1130,Desiree Makinde,62,Male,Jigawa,Talk-Shows,TV-Shows,Tv-App,3,328537,Premium,5000,12,2
2293,Jesse Adarabioyo,73,Female,Lagos,Documentaries,TV-Shows,Decoder,5,219985,Premium,5000,6,3
409,Arthur Ayanbadejo,34,Male,Benue,Religion,TV-Shows,Tv-App,4,132709,Premium,5000,5,3
2389,Margaret Onyeama,53,Female,Cross,Cartoons,Live-Events,Tv-App,10,264516,Basic,2500,8,3
1330,Jerry Gwarzo,38,Male,Lagos,Cartoons,Live-Events,Browser,4,126433,Premium,5000,8,5
158,Yolanda Gwarzo,26,Male,Bauchi,Sports,TV-Shows,Browser,8,464655,Elite,10000,11,2
2239,Kennedy Balarabe,66,Female,Bauchi,Reality,Live-Events,Decoder,2,428370,Premium,5000,3,5
1793,Kelsie Olonisakin,52,Female,Adamawa,Comedy,TV-Shows,Tv-App,11,457020,Elite,10000,4,4
1628,Skyler Ibekwe,55,Female,Bauchi,Cartoons,TV-Shows,Tv-App,2,122495,Premium,5000,7,1
795,Jaime Laouali,37,Male,Adamawa,News,Live-Events,Tv-App,0,197016,Premium,5000,6,5
2136,Bert Olonisakin,37,Female,Edo,Cartoons,Live-Events,Browser,7,295153,Premium,5000,5,4
199,Caldwell Ujah,30,Male,Nasarawa,Action,Live-Events,Browser,8,468564,Premium,5000,7,3
2921,Emery Abaribe,49,Female,Ondo,Cartoons,TV-Shows,Decoder,3,208866,Premium,5000,9,5
1400,Ciaran Ofoedu,64,Male,Oyo,Cartoons,TV-Shows,Tv-App,8,128609,Premium,5000,4,4
942,Gillian Adewumi,21,Male,Gombe,Talk-Shows,Live-Events,Browser,7,584793,Premium,5000,1,4
1436,Kylan Coker,18,Male,Ogun,Cartoons,Live-Events,Tv-App,7,102524,Elite,10000,8,5
20,Alexis Ayanbadejo,58,Male,Adamawa,Comedy,TV-Shows,Decoder,2,451653,Elite,10000,3,3
2654,Francis Igbinoghene,70,Female,Anambra,Documentaries,Live-Events,Tv-App,6,452273,Basic,2500,9,2
2970,Maxwell Oliha,26,Female,Osun,Action,TV-Shows,Decoder,9,42759,Premium,5000,4,3
790,Echo Adewumi,22,Male,Benue,Comedy,Live-Events,Decoder,3,180830,Elite,10000,2,3
2598,Iona Adejuyigbe,21,Female,Kebbi,Music,Live-Events,Mobile-App,2,450258,Premium,5000,10,3
1412,Allen Olonisakin,58,Male,Ibom,Religion,TV-Shows,Decoder,10,403089,Elite,10000,5,5
1713,Morgan Adarabioyo,27,Female,Plateau,Reality,TV-Shows,Mobile-App,8,153998,Elite,10000,4,3
176,Ivy Akinde,26,Male,Imo,Reality,TV-Shows,Browser,11,489242,Elite,10000,4,5
1148,Rahim Bakare,66,Male,Ibom,News,Live-Events,Browser,3,127674,Premium,5000,10,5
2987,Hall Adewumi,66,Female,Ibom,Action,TV-Shows,Browser,8,57550,Basic,2500,7,5
2730,Quinn Aremu,68,Female,Kano,Action,Live-Events,Tv-App,7,245624,Elite,10000,6,1
1850,Vincent Udoka,36,Female,Delta,Comedy,Live-Events,Tv-App,5,419589,Premium,5000,10,3
2653,Maxine Idonije,42,Female,Adamawa,Action,TV-Shows,Tv-App,6,142837,Elite,10000,4,3
2638,Shannon Adeniran,47,Female,Abia,News,TV-Shows,Browser,10,152475,Premium,5000,12,3
1214,Jada Ujah,59,Male,Katsina,Music,TV-Shows,Decoder,7,490761,Premium,5000,9,1
2159,Tana Coker,22,Female,Niger,Music,Live-Events,Browser,8,431662,Premium,5000,5,5
1539,Xanthus Adewumi,70,Female,Niger,Documentaries,TV-Shows,Browser,3,242443,Elite,10000,9,3
1151,Maggie Adejuyigbe,22,Male,Jigawa,News,Live-Events,Tv-App,10,377577,Premium,5000,7,3
617,Shea Aderemi,45,Male,Gombe,Cartoons,TV-Shows,Tv-App,1,174082,Premium,5000,1,5
2718,Octavius Adewumi,44,Female,Gombe,Sports,TV-Shows,Tv-App,1,118436,Premium,5000,12,3
2148,Eagan Olunloyo,47,Female,Oyo,News,TV-Shows,Mobile-App,6,70859,Elite,10000,1,4
1315,Jasper Osakwe,45,Male,Niger,Talk-Shows,Live-Events,Browser,3,493478,Premium,5000,3,4
2427,Pearl Nwakaeme,68,Female,Enugu,Documentaries,TV-Shows,Tv-App,8,193752,Basic,2500,11,4
418,Cassidy Olonisakin,48,Male,Katsina,Music,Live-Events,Decoder,8,317887,Basic,2500,4,5
1915,Travis Nwakaeme,42,Female,Ibom,Sports,TV-Shows,Decoder,2,491385,Elite,10000,7,4
1079,Geoffrey Abagun,23,Male,Ebonyi,Reality,TV-Shows,Tv-App,5,72938,Elite,10000,6,4
1624,Hamilton Idonije,38,Female,Kano,Comedy,TV-Shows,Mobile-App,5,30218,Premium,5000,5,2
2014,Cedric Chibuzor,72,Female,Lagos,Talk-Shows,Live-Events,Browser,1,195677,Premium,5000,4,2
1264,Nigel Abaribe,60,Male,Ibom,Reality,TV-Shows,Tv-App,9,516716,Elite,10000,12,2
1409,Stuart Adewumi,50,Male,Ondo,Cartoons,TV-Shows,Browser,8,242008,Elite,10000,2,1
1228,MacKenzie Abaribe,20,Male,Zamfara,Religion,Live-Events,Decoder,4,187737,Premium,5000,3,4
115,Shaine Abagun,51,Male,Plateau,Music,TV-Shows,Decoder,10,224497,Premium,5000,10,3
1286,Alden Fuwape,65,Male,Akwa,Documentaries,Live-Events,Decoder,4,585623,Premium,5000,11,2
864,Vanna Ameobi,37,Male,Lagos,Talk-Shows,TV-Shows,Browser,3,545767,Elite,10000,11,4
2152,Driscoll Onyeama,59,Female,Lagos,Comedy,Live-Events,Mobile-App,11,567365,Premium,5000,6,2
2529,Orla Ogedegbe,60,Female,River,Cartoons,Live-Events,Decoder,1,134285,Premium,5000,2,4
